"","lon","lat","id"
"592",-59.25,-27.25,"World"
"593",-69.75,-30.25,"World"
"594",-59.75,-31.25,"World"
"595",-59.25,-31.25,"World"
"596",-64.75,-34.75,"World"
"597",-69.75,-29.75,"World"
"598",-68.75,-29.75,"World"
"599",-64.75,-30.25,"World"
"600",-61.25,-30.25,"World"
"601",-60.75,-30.25,"World"
"602",-63.75,-32.25,"World"
"603",-65.25,-32.25,"World"
"604",-70.75,-51.75,"World"
"605",-62.25,-32.75,"World"
"606",-68.75,-52.25,"World"
"607",-62.75,-32.25,"World"
"608",-68.75,-49.25,"World"
"609",-70.75,-49.25,"World"
"610",-68.75,-31.75,"World"
"611",-58.25,-30.25,"World"
"612",-68.25,-31.75,"World"
"613",-63.75,-29.75,"World"
"614",-63.25,-29.75,"World"
"615",-60.75,-32.25,"World"
"616",-66.75,-31.75,"World"
"617",-66.25,-33.25,"World"
"618",-69.75,-51.25,"World"
"619",-64.25,-31.25,"World"
"620",-72.25,-50.75,"World"
"621",-69.25,-31.25,"World"
"622",-68.75,-31.25,"World"
"623",-62.75,-38.75,"World"
"624",-68.75,-44.75,"World"
"625",-67.75,-48.75,"World"
"626",-60.25,-31.25,"World"
"627",-68.75,-30.75,"World"
"628",-66.25,-30.75,"World"
"629",-72.75,-50.25,"World"
"630",-69.25,-50.75,"World"
"631",-67.25,-32.75,"World"
"632",-61.25,-27.25,"World"
"633",-60.25,-27.25,"World"
"634",-67.25,-34.75,"World"
"635",-71.75,-47.75,"World"
"636",-65.25,-30.75,"World"
"637",-59.75,-28.75,"World"
"638",-69.25,-34.25,"World"
"639",-63.25,-34.75,"World"
"640",-62.75,-30.25,"World"
"641",-63.25,-32.25,"World"
"642",-62.25,-30.25,"World"
"643",-72.25,-49.25,"World"
"644",-70.75,-49.75,"World"
"645",-61.75,-30.25,"World"
"646",-70.25,-36.25,"World"
"647",-67.75,-36.25,"World"
"648",-63.75,-37.25,"World"
"649",-71.25,-49.25,"World"
"650",-67.75,-29.25,"World"
"651",-70.75,-45.25,"World"
"652",-67.25,-29.25,"World"
"653",-69.75,-51.75,"World"
"654",-60.25,-34.25,"World"
"655",-67.75,-35.75,"World"
"656",-69.25,-35.75,"World"
"657",-62.25,-29.75,"World"
"658",-65.75,-29.25,"World"
"659",-62.25,-36.25,"World"
"660",-64.25,-29.25,"World"
"661",-71.25,-48.75,"World"
"662",-70.75,-48.75,"World"
"663",-64.25,-35.75,"World"
"664",-63.75,-35.75,"World"
"665",-70.25,-37.75,"World"
"666",-69.75,-32.75,"World"
"667",-59.25,-31.75,"World"
"668",-58.25,-31.75,"World"
"669",-63.25,-31.25,"World"
"670",-68.25,-32.75,"World"
"671",-69.25,-30.75,"World"
"672",-62.75,-38.25,"World"
"673",-70.75,-50.25,"World"
"674",-71.25,-46.25,"World"
"675",-64.75,-37.75,"World"
"676",-65.25,-34.75,"World"
"677",-58.75,-31.25,"World"
"678",-72.75,-49.75,"World"
"679",-61.25,-30.75,"World"
"680",-66.75,-30.25,"World"
"681",-68.25,-49.75,"World"
"682",-65.75,-30.25,"World"
"683",-62.75,-32.75,"World"
"684",-61.25,-34.75,"World"
"685",-65.25,-34.25,"World"
"686",-65.75,-34.25,"World"
"687",-60.25,-34.75,"World"
"688",-60.25,-37.75,"World"
"689",-64.75,-37.25,"World"
"690",-70.25,-51.75,"World"
"691",-65.75,-29.75,"World"
"692",-67.75,-53.75,"World"
"693",-59.25,-30.25,"World"
"694",-65.25,-31.75,"World"
"695",-62.25,-34.25,"World"
"696",-62.75,-27.75,"World"
"697",-68.75,-33.25,"World"
"698",-68.25,-33.25,"World"
"699",-62.75,-33.75,"World"
"700",-62.25,-33.75,"World"
"701",-67.25,-33.25,"World"
"702",-61.25,-33.75,"World"
"703",-60.75,-33.75,"World"
"704",-59.75,-33.75,"World"
"705",-58.75,-29.75,"World"
"706",-66.25,-31.25,"World"
"707",-61.25,-29.25,"World"
"708",-58.75,-31.75,"World"
"709",-66.25,-32.75,"World"
"710",-62.75,-31.25,"World"
"711",-63.25,-33.25,"World"
"712",-68.75,-32.75,"World"
"713",-67.25,-26.75,"World"
"714",-65.75,-30.75,"World"
"715",-68.25,-48.25,"World"
"716",-61.25,-33.25,"World"
"717",-60.25,-28.75,"World"
"718",-61.75,-35.25,"World"
"719",-59.25,-28.75,"World"
"720",-69.75,-50.25,"World"
"721",-59.75,-30.75,"World"
"722",-64.25,-34.25,"World"
"723",-59.25,-30.75,"World"
"724",-67.25,-32.25,"World"
"725",-71.25,-51.75,"World"
"726",-67.25,-25.75,"World"
"727",-61.75,-32.75,"World"
"728",-70.25,-31.75,"World"
"729",-69.75,-31.75,"World"
"730",-68.25,-29.25,"World"
"731",-63.75,-33.75,"World"
"732",-71.25,-45.25,"World"
"733",-59.75,-32.75,"World"
"734",-64.25,-29.75,"World"
"735",-61.25,-32.25,"World"
"736",-67.25,-31.75,"World"
"737",-61.75,-32.25,"World"
"738",-59.75,-32.25,"World"
"739",-70.25,-31.25,"World"
"740",-69.25,-51.25,"World"
"741",-58.75,-32.25,"World"
"742",-70.25,-44.75,"World"
"743",-69.75,-44.75,"World"
"744",-69.25,-44.75,"World"
